,year,month,series_id,series_desc,level,order,curr_weight
2286,2001,5,CUUR0000SAF113,Fruits and vegetables,3,6,1.41
2287,2001,5,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.015
2288,2001,5,CUUR0000SAF115,Other food at home,3,8,1.935
2289,2001,5,CUUR0000SEFV,Food away from home,2,9,5.615
2290,2001,5,CUUR0000SAF116,Alcoholic beverages,2,10,0.971
2291,2001,5,CUUR0000SAH,Housing,1,11,40.058
2292,2001,5,CUUR0000SAH1,Shelter,2,12,30.304
2293,2001,5,CUUR0000SEHA,Rent of primary residence,3,13,7.057
2294,2001,5,CUUR0000SEHB,Lodging away from home,3,14,2.534
2295,2001,5,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.342
2296,2001,5,CUUR0000SEHD,Tenants and household insurance,3,16,0.366
2297,2001,5,CUUR0000SAH2,Fuels and utilities,2,17,5.223
2298,2001,5,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.322
2299,2001,5,CUUR0000SEHF,Energy services,3,19,3.985
2300,2001,5,CUUR0000SEHG,Water and Sewer Services,3,20,0.915
2301,2001,5,CUUR0000SAH3,Household furnishings and operations,2,21,4.52
2302,2001,5,CUUR0000SAA,Apparel,1,22,4.429
2303,2001,5,CUUR0000SAA1,Men's and boys' apparel,2,23,1.241
2304,2001,5,CUUR0000SAA2,Women's and girls' apparel,2,24,1.788
2305,2001,5,CUUR0000SEAE,Footwear,2,25,0.788
2306,2001,5,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.253
2307,2001,5,CUUR0000SEAG,Jewelry and watches,2,27,0.356
2308,2001,5,CUUR0000SAT,Transportation,1,28,17.736
2309,2001,5,CUUR0000SAT1,Private Transportation,2,29,16.347
2310,2001,5,CUUR0000SETA,New and used motor vehicles,3,30,7.271
2311,2001,5,CUUR0000SETB,Motor fuel,3,31,3.916
2312,2001,5,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.523
2313,2001,5,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.612
2314,2001,5,CUUR0000SETE,Motor vehicle insurance,3,34,2.404
2315,2001,5,CUUR0000SETF,Motor vehicle fees,3,35,0.625
2316,2001,5,CUUR0000SETG,Public transportation,2,36,1.379
2317,2001,5,CUUR0000SETG01,Airline fare,3,37,0.901
2318,2001,5,CUUR0000SETG02,Other intercity transportation,3,38,0.164
2319,2001,5,CUUR0000SETG03,Intracity transportation,3,39,0.31
2320,2001,5,CUUR0000SAM,Medical care,1,40,5.834
2321,2001,5,CUUR0000SAM1,Medical care commodities,2,41,1.263
2322,2001,5,CUUR0000SAM2,Medical care services,2,42,4.571
2323,2001,5,CUUR0000SAR,Recreation,1,43,5.858
2324,2001,5,CUUR0000SERA,Video and audio,2,44,1.626
2325,2001,5,CUUR0000SERB,"Pets, pet products and services",2,45,0.659
2326,2001,5,CUUR0000SERC,Sporting goods,2,46,0.434
2327,2001,5,CUUR0000SERD,Photography,2,47,0.238
2328,2001,5,CUUR0000SERE,Other recreational goods,2,48,0.46
2329,2001,5,CUUR0000SERF,Recreation services,2,49,1.869
2330,2001,5,CUUR0000SERG,Recreational reading materials,2,50,0.57
2331,2001,5,CUUR0000SAE,Education and communication,1,51,5.22
2332,2001,5,CUUR0000SAE1,Education,2,52,2.764
2333,2001,5,CUUR0000SAE2,Communication,2,53,2.455
2334,2001,5,CUUR0000SAG,Other goods and services,1,54,4.775
2335,2001,5,CUUR0000SEGA,Tobacco and smoking products,2,55,1.352
2336,2001,5,CUUR0000SAG1,Personal care goods and services,2,56,3.423
2337,2001,6,CUUR0000SA0,All items ,0,0,100.0
2338,2001,6,CUUR0000SAF,Food and beverages,1,1,16.103
2339,2001,6,CUUR0000SAF11,Food at home,2,2,9.515
2340,2001,6,CUUR0000SAF111,Cereals and bakery products,3,3,1.515
2341,2001,6,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.597
2342,2001,6,CUUR0000SEFJ,Dairy and related products,3,5,1.061
2343,2001,6,CUUR0000SAF113,Fruits and vegetables,3,6,1.4
2344,2001,6,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.017
2345,2001,6,CUUR0000SAF115,Other food at home,3,8,1.93
2346,2001,6,CUUR0000SEFV,Food away from home,2,9,5.622
2347,2001,6,CUUR0000SAF116,Alcoholic beverages,2,10,0.973
2348,2001,6,CUUR0000SAH,Housing,1,11,40.309
2349,2001,6,CUUR0000SAH1,Shelter,2,12,30.42
2350,2001,6,CUUR0000SEHA,Rent of primary residence,3,13,7.067
2351,2001,6,CUUR0000SEHB,Lodging away from home,3,14,2.607
2352,2001,6,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.387
2353,2001,6,CUUR0000SEHD,Tenants and household insurance,3,16,0.366
2354,2001,6,CUUR0000SAH2,Fuels and utilities,2,17,5.366
2355,2001,6,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.316
2356,2001,6,CUUR0000SEHF,Energy services,3,19,4.134
2357,2001,6,CUUR0000SEHG,Water and Sewer Services,3,20,0.913
2358,2001,6,CUUR0000SAH3,Household furnishings and operations,2,21,4.523
2359,2001,6,CUUR0000SAA,Apparel,1,22,4.302
2360,2001,6,CUUR0000SAA1,Men's and boys' apparel,2,23,1.208
2361,2001,6,CUUR0000SAA2,Women's and girls' apparel,2,24,1.715
2362,2001,6,CUUR0000SEAE,Footwear,2,25,0.772
2363,2001,6,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.247
2364,2001,6,CUUR0000SEAG,Jewelry and watches,2,27,0.359
2365,2001,6,CUUR0000SAT,Transportation,1,28,17.606
2366,2001,6,CUUR0000SAT1,Private Transportation,2,29,16.183
2367,2001,6,CUUR0000SETA,New and used motor vehicles,3,30,7.237
2368,2001,6,CUUR0000SETB,Motor fuel,3,31,3.782
2369,2001,6,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.522
2370,2001,6,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.611
2371,2001,6,CUUR0000SETE,Motor vehicle insurance,3,34,2.41
2372,2001,6,CUUR0000SETF,Motor vehicle fees,3,35,0.624
2373,2001,6,CUUR0000SETG,Public transportation,2,36,1.423
2374,2001,6,CUUR0000SETG01,Airline fare,3,37,0.944
2375,2001,6,CUUR0000SETG02,Other intercity transportation,3,38,0.164
2376,2001,6,CUUR0000SETG03,Intracity transportation,3,39,0.31
2377,2001,6,CUUR0000SAM,Medical care,1,40,5.848
2378,2001,6,CUUR0000SAM1,Medical care commodities,2,41,1.268
2379,2001,6,CUUR0000SAM2,Medical care services,2,42,4.58
2380,2001,6,CUUR0000SAR,Recreation,1,43,5.836
2381,2001,6,CUUR0000SERA,Video and audio,2,44,1.619
2382,2001,6,CUUR0000SERB,"Pets, pet products and services",2,45,0.659
2383,2001,6,CUUR0000SERC,Sporting goods,2,46,0.433
2384,2001,6,CUUR0000SERD,Photography,2,47,0.238
2385,2001,6,CUUR0000SERE,Other recreational goods,2,48,0.458
2386,2001,6,CUUR0000SERF,Recreation services,2,49,1.855
2387,2001,6,CUUR0000SERG,Recreational reading materials,2,50,0.571
2388,2001,6,CUUR0000SAE,Education and communication,1,51,5.232
2389,2001,6,CUUR0000SAE1,Education,2,52,2.771
2390,2001,6,CUUR0000SAE2,Communication,2,53,2.456
2391,2001,6,CUUR0000SAG,Other goods and services,1,54,4.784
2392,2001,6,CUUR0000SEGA,Tobacco and smoking products,2,55,1.357
2393,2001,6,CUUR0000SAG1,Personal care goods and services,2,56,3.428
2394,2001,7,CUUR0000SA0,All items ,0,0,100.0
2395,2001,7,CUUR0000SAF,Food and beverages,1,1,16.205
2396,2001,7,CUUR0000SAF11,Food at home,2,2,9.575
2397,2001,7,CUUR0000SAF111,Cereals and bakery products,3,3,1.525
2398,2001,7,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.614
2399,2001,7,CUUR0000SEFJ,Dairy and related products,3,5,1.073
2400,2001,7,CUUR0000SAF113,Fruits and vegetables,3,6,1.396
2401,2001,7,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.022
2402,2001,7,CUUR0000SAF115,Other food at home,3,8,1.947
2403,2001,7,CUUR0000SEFV,Food away from home,2,9,5.654
2404,2001,7,CUUR0000SAF116,Alcoholic beverages,2,10,0.979
2405,2001,7,CUUR0000SAH,Housing,1,11,40.491
2406,2001,7,CUUR0000SAH1,Shelter,2,12,30.612
2407,2001,7,CUUR0000SEHA,Rent of primary residence,3,13,7.113
2408,2001,7,CUUR0000SEHB,Lodging away from home,3,14,2.621
2409,2001,7,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.504
2410,2001,7,CUUR0000SEHD,Tenants and household insurance,3,16,0.365
2411,2001,7,CUUR0000SAH2,Fuels and utilities,2,17,5.35
2412,2001,7,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.302
2413,2001,7,CUUR0000SEHF,Energy services,3,19,4.123
2414,2001,7,CUUR0000SEHG,Water and Sewer Services,3,20,0.919
2415,2001,7,CUUR0000SAH3,Household furnishings and operations,2,21,4.535
2416,2001,7,CUUR0000SAA,Apparel,1,22,4.188
2417,2001,7,CUUR0000SAA1,Men's and boys' apparel,2,23,1.179
2418,2001,7,CUUR0000SAA2,Women's and girls' apparel,2,24,1.633
2419,2001,7,CUUR0000SEAE,Footwear,2,25,0.769
2420,2001,7,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.242
2421,2001,7,CUUR0000SEAG,Jewelry and watches,2,27,0.363
2422,2001,7,CUUR0000SAT,Transportation,1,28,17.221
2423,2001,7,CUUR0000SAT1,Private Transportation,2,29,15.796
2424,2001,7,CUUR0000SETA,New and used motor vehicles,3,30,7.236
2425,2001,7,CUUR0000SETB,Motor fuel,3,31,3.355
2426,2001,7,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.527
2427,2001,7,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.622
2428,2001,7,CUUR0000SETE,Motor vehicle insurance,3,34,2.427
2429,2001,7,CUUR0000SETF,Motor vehicle fees,3,35,0.626
2430,2001,7,CUUR0000SETG,Public transportation,2,36,1.426
2431,2001,7,CUUR0000SETG01,Airline fare,3,37,0.945
2432,2001,7,CUUR0000SETG02,Other intercity transportation,3,38,0.164
2433,2001,7,CUUR0000SETG03,Intracity transportation,3,39,0.313
2434,2001,7,CUUR0000SAM,Medical care,1,40,5.877
2435,2001,7,CUUR0000SAM1,Medical care commodities,2,41,1.274
2436,2001,7,CUUR0000SAM2,Medical care services,2,42,4.603
2437,2001,7,CUUR0000SAR,Recreation,1,43,5.864
2438,2001,7,CUUR0000SERA,Video and audio,2,44,1.63
2439,2001,7,CUUR0000SERB,"Pets, pet products and services",2,45,0.662
2440,2001,7,CUUR0000SERC,Sporting goods,2,46,0.433
2441,2001,7,CUUR0000SERD,Photography,2,47,0.238
2442,2001,7,CUUR0000SERE,Other recreational goods,2,48,0.459
2443,2001,7,CUUR0000SERF,Recreation services,2,49,1.864
2444,2001,7,CUUR0000SERG,Recreational reading materials,2,50,0.576
2445,2001,7,CUUR0000SAE,Education and communication,1,51,5.267
2446,2001,7,CUUR0000SAE1,Education,2,52,2.786
2447,2001,7,CUUR0000SAE2,Communication,2,53,2.476
2448,2001,7,CUUR0000SAG,Other goods and services,1,54,4.876
2449,2001,7,CUUR0000SEGA,Tobacco and smoking products,2,55,1.426
2450,2001,7,CUUR0000SAG1,Personal care goods and services,2,56,3.451
2451,2001,8,CUUR0000SA0,All items ,0,0,100.0
2452,2001,8,CUUR0000SAF,Food and beverages,1,1,16.242
2453,2001,8,CUUR0000SAF11,Food at home,2,2,9.592
2454,2001,8,CUUR0000SAF111,Cereals and bakery products,3,3,1.533
2455,2001,8,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.616
2456,2001,8,CUUR0000SEFJ,Dairy and related products,3,5,1.076
2457,2001,8,CUUR0000SAF113,Fruits and vegetables,3,6,1.384
2458,2001,8,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.03
2459,2001,8,CUUR0000SAF115,Other food at home,3,8,1.954
2460,2001,8,CUUR0000SEFV,Food away from home,2,9,5.673
2461,2001,8,CUUR0000SAF116,Alcoholic beverages,2,10,0.981
2462,2001,8,CUUR0000SAH,Housing,1,11,40.582
2463,2001,8,CUUR0000SAH1,Shelter,2,12,30.764
2464,2001,8,CUUR0000SEHA,Rent of primary residence,3,13,7.143
2465,2001,8,CUUR0000SEHB,Lodging away from home,3,14,2.646
2466,2001,8,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.603
2467,2001,8,CUUR0000SEHD,Tenants and household insurance,3,16,0.365
2468,2001,8,CUUR0000SAH2,Fuels and utilities,2,17,5.278
2469,2001,8,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.298
2470,2001,8,CUUR0000SEHF,Energy services,3,19,4.051
2471,2001,8,CUUR0000SEHG,Water and Sewer Services,3,20,0.925
2472,2001,8,CUUR0000SAH3,Household furnishings and operations,2,21,4.532
2473,2001,8,CUUR0000SAA,Apparel,1,22,4.188
2474,2001,8,CUUR0000SAA1,Men's and boys' apparel,2,23,1.169
2475,2001,8,CUUR0000SAA2,Women's and girls' apparel,2,24,1.641
2476,2001,8,CUUR0000SEAE,Footwear,2,25,0.773
2477,2001,8,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.245
2478,2001,8,CUUR0000SEAG,Jewelry and watches,2,27,0.359
2479,2001,8,CUUR0000SAT,Transportation,1,28,17.098
2480,2001,8,CUUR0000SAT1,Private Transportation,2,29,15.68
2481,2001,8,CUUR0000SETA,New and used motor vehicles,3,30,7.215
2482,2001,8,CUUR0000SETB,Motor fuel,3,31,3.256
2483,2001,8,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.526
2484,2001,8,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.627
2485,2001,8,CUUR0000SETE,Motor vehicle insurance,3,34,2.434
2486,2001,8,CUUR0000SETF,Motor vehicle fees,3,35,0.628
2487,2001,8,CUUR0000SETG,Public transportation,2,36,1.41
2488,2001,8,CUUR0000SETG01,Airline fare,3,37,0.928
2489,2001,8,CUUR0000SETG02,Other intercity transportation,3,38,0.163
2490,2001,8,CUUR0000SETG03,Intracity transportation,3,39,0.314
2491,2001,8,CUUR0000SAM,Medical care,1,40,5.905
2492,2001,8,CUUR0000SAM1,Medical care commodities,2,41,1.277
2493,2001,8,CUUR0000SAM2,Medical care services,2,42,4.629
2494,2001,8,CUUR0000SAR,Recreation,1,43,5.87
2495,2001,8,CUUR0000SERA,Video and audio,2,44,1.63
2496,2001,8,CUUR0000SERB,"Pets, pet products and services",2,45,0.668
2497,2001,8,CUUR0000SERC,Sporting goods,2,46,0.433
2498,2001,8,CUUR0000SERD,Photography,2,47,0.237
2499,2001,8,CUUR0000SERE,Other recreational goods,2,48,0.457
2500,2001,8,CUUR0000SERF,Recreation services,2,49,1.87
2501,2001,8,CUUR0000SERG,Recreational reading materials,2,50,0.576
2502,2001,8,CUUR0000SAE,Education and communication,1,51,5.317
2503,2001,8,CUUR0000SAE1,Education,2,52,2.841
2504,2001,8,CUUR0000SAE2,Communication,2,53,2.474
2505,2001,8,CUUR0000SAG,Other goods and services,1,54,4.834
2506,2001,8,CUUR0000SEGA,Tobacco and smoking products,2,55,1.373
2507,2001,8,CUUR0000SAG1,Personal care goods and services,2,56,3.461
2508,2001,9,CUUR0000SA0,All items ,0,0,100.0
2509,2001,9,CUUR0000SAF,Food and beverages,1,1,16.187
2510,2001,9,CUUR0000SAF11,Food at home,2,2,9.554
2511,2001,9,CUUR0000SAF111,Cereals and bakery products,3,3,1.52
2512,2001,9,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.604
2513,2001,9,CUUR0000SEFJ,Dairy and related products,3,5,1.075
2514,2001,9,CUUR0000SAF113,Fruits and vegetables,3,6,1.399
2515,2001,9,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.02
2516,2001,9,CUUR0000SAF115,Other food at home,3,8,1.935
2517,2001,9,CUUR0000SEFV,Food away from home,2,9,5.661
2518,2001,9,CUUR0000SAF116,Alcoholic beverages,2,10,0.978
2519,2001,9,CUUR0000SAH,Housing,1,11,40.264
2520,2001,9,CUUR0000SAH1,Shelter,2,12,30.566
2521,2001,9,CUUR0000SEHA,Rent of primary residence,3,13,7.14
2522,2001,9,CUUR0000SEHB,Lodging away from home,3,14,2.458
2523,2001,9,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.59
2524,2001,9,CUUR0000SEHD,Tenants and household insurance,3,16,0.364
2525,2001,9,CUUR0000SAH2,Fuels and utilities,2,17,5.182
2526,2001,9,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.305
2527,2001,9,CUUR0000SEHF,Energy services,3,19,3.953
2528,2001,9,CUUR0000SEHG,Water and Sewer Services,3,20,0.923
2529,2001,9,CUUR0000SAH3,Household furnishings and operations,2,21,4.522
2530,2001,9,CUUR0000SAA,Apparel,1,22,4.312
2531,2001,9,CUUR0000SAA1,Men's and boys' apparel,2,23,1.185
2532,2001,9,CUUR0000SAA2,Women's and girls' apparel,2,24,1.753
2533,2001,9,CUUR0000SEAE,Footwear,2,25,0.776
2534,2001,9,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.25
2535,2001,9,CUUR0000SEAG,Jewelry and watches,2,27,0.345
2536,2001,9,CUUR0000SAT,Transportation,1,28,17.265
2537,2001,9,CUUR0000SAT1,Private Transportation,2,29,15.862
2538,2001,9,CUUR0000SETA,New and used motor vehicles,3,30,7.161
2539,2001,9,CUUR0000SETB,Motor fuel,3,31,3.494
2540,2001,9,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.525
2541,2001,9,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.63
2542,2001,9,CUUR0000SETE,Motor vehicle insurance,3,34,2.427
2543,2001,9,CUUR0000SETF,Motor vehicle fees,3,35,0.627
2544,2001,9,CUUR0000SETG,Public transportation,2,36,1.397
2545,2001,9,CUUR0000SETG01,Airline fare,3,37,0.917
2546,2001,9,CUUR0000SETG02,Other intercity transportation,3,38,0.162
2547,2001,9,CUUR0000SETG03,Intracity transportation,3,39,0.314
2548,2001,9,CUUR0000SAM,Medical care,1,40,5.891
2549,2001,9,CUUR0000SAM1,Medical care commodities,2,41,1.274
2550,2001,9,CUUR0000SAM2,Medical care services,2,42,4.616
2551,2001,9,CUUR0000SAR,Recreation,1,43,5.849
2552,2001,9,CUUR0000SERA,Video and audio,2,44,1.616
2553,2001,9,CUUR0000SERB,"Pets, pet products and services",2,45,0.664
2554,2001,9,CUUR0000SERC,Sporting goods,2,46,0.43
2555,2001,9,CUUR0000SERD,Photography,2,47,0.237
2556,2001,9,CUUR0000SERE,Other recreational goods,2,48,0.457
2557,2001,9,CUUR0000SERF,Recreation services,2,49,1.871
2558,2001,9,CUUR0000SERG,Recreational reading materials,2,50,0.574
2559,2001,9,CUUR0000SAE,Education and communication,1,51,5.333
2560,2001,9,CUUR0000SAE1,Education,2,52,2.88
2561,2001,9,CUUR0000SAE2,Communication,2,53,2.452
2562,2001,9,CUUR0000SAG,Other goods and services,1,54,4.888
2563,2001,9,CUUR0000SEGA,Tobacco and smoking products,2,55,1.429
2564,2001,9,CUUR0000SAG1,Personal care goods and services,2,56,3.46
2565,2001,10,CUUR0000SA0,All items ,0,0,100.0
2566,2001,10,CUUR0000SAF,Food and beverages,1,1,16.307
2567,2001,10,CUUR0000SAF11,Food at home,2,2,9.636
2568,2001,10,CUUR0000SAF111,Cereals and bakery products,3,3,1.525
2569,2001,10,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.63
2570,2001,10,CUUR0000SEFJ,Dairy and related products,3,5,1.087
2571,2001,10,CUUR0000SAF113,Fruits and vegetables,3,6,1.413
2572,2001,10,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.028
2573,2001,10,CUUR0000SAF115,Other food at home,3,8,1.95
2574,2001,10,CUUR0000SEFV,Food away from home,2,9,5.696
2575,2001,10,CUUR0000SAF116,Alcoholic beverages,2,10,0.984
2576,2001,10,CUUR0000SAH,Housing,1,11,40.241
2577,2001,10,CUUR0000SAH1,Shelter,2,12,30.729
2578,2001,10,CUUR0000SEHA,Rent of primary residence,3,13,7.194
2579,2001,10,CUUR0000SEHB,Lodging away from home,3,14,2.417
2580,2001,10,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.749
2581,2001,10,CUUR0000SEHD,Tenants and household insurance,3,16,0.366
2582,2001,10,CUUR0000SAH2,Fuels and utilities,2,17,4.992
2583,2001,10,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.296
2584,2001,10,CUUR0000SEHF,Energy services,3,19,3.766
2585,2001,10,CUUR0000SEHG,Water and Sewer Services,3,20,0.927
2586,2001,10,CUUR0000SAH3,Household furnishings and operations,2,21,4.523
2587,2001,10,CUUR0000SAA,Apparel,1,22,4.418
2588,2001,10,CUUR0000SAA1,Men's and boys' apparel,2,23,1.226
2589,2001,10,CUUR0000SAA2,Women's and girls' apparel,2,24,1.785
2590,2001,10,CUUR0000SEAE,Footwear,2,25,0.791
2591,2001,10,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.255
2592,2001,10,CUUR0000SEAG,Jewelry and watches,2,27,0.359
2593,2001,10,CUUR0000SAT,Transportation,1,28,16.967
2594,2001,10,CUUR0000SAT1,Private Transportation,2,29,15.589
2595,2001,10,CUUR0000SETA,New and used motor vehicles,3,30,7.214
2596,2001,10,CUUR0000SETB,Motor fuel,3,31,3.103
2597,2001,10,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.528
2598,2001,10,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.643
2599,2001,10,CUUR0000SETE,Motor vehicle insurance,3,34,2.47
2600,2001,10,CUUR0000SETF,Motor vehicle fees,3,35,0.631
2601,2001,10,CUUR0000SETG,Public transportation,2,36,1.378
2602,2001,10,CUUR0000SETG01,Airline fare,3,37,0.897
2603,2001,10,CUUR0000SETG02,Other intercity transportation,3,38,0.162
2604,2001,10,CUUR0000SETG03,Intracity transportation,3,39,0.315
2605,2001,10,CUUR0000SAM,Medical care,1,40,5.931
2606,2001,10,CUUR0000SAM1,Medical care commodities,2,41,1.281
2607,2001,10,CUUR0000SAM2,Medical care services,2,42,4.648
2608,2001,10,CUUR0000SAR,Recreation,1,43,5.874
2609,2001,10,CUUR0000SERA,Video and audio,2,44,1.621
2610,2001,10,CUUR0000SERB,"Pets, pet products and services",2,45,0.666
2611,2001,10,CUUR0000SERC,Sporting goods,2,46,0.43
2612,2001,10,CUUR0000SERD,Photography,2,47,0.238
2613,2001,10,CUUR0000SERE,Other recreational goods,2,48,0.459
2614,2001,10,CUUR0000SERF,Recreation services,2,49,1.882
2615,2001,10,CUUR0000SERG,Recreational reading materials,2,50,0.574
2616,2001,10,CUUR0000SAE,Education and communication,1,51,5.376
2617,2001,10,CUUR0000SAE1,Education,2,52,2.902
2618,2001,10,CUUR0000SAE2,Communication,2,53,2.474
2619,2001,10,CUUR0000SAG,Other goods and services,1,54,4.867
2620,2001,10,CUUR0000SEGA,Tobacco and smoking products,2,55,1.388
2621,2001,10,CUUR0000SAG1,Personal care goods and services,2,56,3.48
2622,2001,11,CUUR0000SA0,All items ,0,0,100.0
2623,2001,11,CUUR0000SAF,Food and beverages,1,1,16.326
2624,2001,11,CUUR0000SAF11,Food at home,2,2,9.625
2625,2001,11,CUUR0000SAF111,Cereals and bakery products,3,3,1.526
2626,2001,11,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.622
2627,2001,11,CUUR0000SEFJ,Dairy and related products,3,5,1.092
2628,2001,11,CUUR0000SAF113,Fruits and vegetables,3,6,1.412
2629,2001,11,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,1.027
2630,2001,11,CUUR0000SAF115,Other food at home,3,8,1.946
2631,2001,11,CUUR0000SEFV,Food away from home,2,9,5.712
2632,2001,11,CUUR0000SAF116,Alcoholic beverages,2,10,0.988
2633,2001,11,CUUR0000SAH,Housing,1,11,40.354
2634,2001,11,CUUR0000SAH1,Shelter,2,12,30.857
2635,2001,11,CUUR0000SEHA,Rent of primary residence,3,13,7.236
2636,2001,11,CUUR0000SEHB,Lodging away from home,3,14,2.36
2637,2001,11,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,20.893
2638,2001,11,CUUR0000SEHD,Tenants and household insurance,3,16,0.367
2639,2001,11,CUUR0000SAH2,Fuels and utilities,2,17,4.963
2640,2001,11,CUUR0000SEHE,Fuel oil and other fuels,3,18,0.289
2641,2001,11,CUUR0000SEHF,Energy services,3,19,3.739
2642,2001,11,CUUR0000SEHG,Water and Sewer Services,3,20,0.93
2643,2001,11,CUUR0000SAH3,Household furnishings and operations,2,21,4.534
2644,2001,11,CUUR0000SAA,Apparel,1,22,4.374
2645,2001,11,CUUR0000SAA1,Men's and boys' apparel,2,23,1.227
2646,2001,11,CUUR0000SAA2,Women's and girls' apparel,2,24,1.748
2647,2001,11,CUUR0000SEAE,Footwear,2,25,0.785
2648,2001,11,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,0.257
2649,2001,11,CUUR0000SEAG,Jewelry and watches,2,27,0.355
2650,2001,11,CUUR0000SAT,Transportation,1,28,16.762
2651,2001,11,CUUR0000SAT1,Private Transportation,2,29,15.404
2652,2001,11,CUUR0000SETA,New and used motor vehicles,3,30,7.276
2653,2001,11,CUUR0000SETB,Motor fuel,3,31,2.793
2654,2001,11,CUUR0000SETC,Motor vehicle parts and equipment,3,32,0.53
2655,2001,11,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,1.649
2656,2001,11,CUUR0000SETE,Motor vehicle insurance,3,34,2.528
2657,2001,11,CUUR0000SETF,Motor vehicle fees,3,35,0.633
2658,2001,11,CUUR0000SETG,Public transportation,2,36,1.354
2659,2001,11,CUUR0000SETG01,Airline fare,3,37,0.874
2660,2001,11,CUUR0000SETG02,Other intercity transportation,3,38,0.16
2661,2001,11,CUUR0000SETG03,Intracity transportation,3,39,0.316
2662,2001,11,CUUR0000SAM,Medical care,1,40,5.958
2663,2001,11,CUUR0000SAM1,Medical care commodities,2,41,1.286
2664,2001,11,CUUR0000SAM2,Medical care services,2,42,4.673
2665,2001,11,CUUR0000SAR,Recreation,1,43,5.895
2666,2001,11,CUUR0000SERA,Video and audio,2,44,1.626
2667,2001,11,CUUR0000SERB,"Pets, pet products and services",2,45,0.67
2668,2001,11,CUUR0000SERC,Sporting goods,2,46,0.43
2669,2001,11,CUUR0000SERD,Photography,2,47,0.238
2670,2001,11,CUUR0000SERE,Other recreational goods,2,48,0.456
2671,2001,11,CUUR0000SERF,Recreation services,2,49,1.902
2672,2001,11,CUUR0000SERG,Recreational reading materials,2,50,0.575
2673,2001,11,CUUR0000SAE,Education and communication,1,51,5.38
2674,2001,11,CUUR0000SAE1,Education,2,52,2.909
2675,2001,11,CUUR0000SAE2,Communication,2,53,2.47
2676,2001,11,CUUR0000SAG,Other goods and services,1,54,4.937
2677,2001,11,CUUR0000SEGA,Tobacco and smoking products,2,55,1.445
2678,2001,11,CUUR0000SAG1,Personal care goods and services,2,56,3.492
2679,2001,12,CUUR0000SA0,All items ,0,0,100.0
2680,2001,12,CUUR0000SAF,Food and beverages,1,1,16.39
2681,2001,12,CUUR0000SAF11,Food at home,2,2,9.663
2682,2001,12,CUUR0000SAF111,Cereals and bakery products,3,3,1.535
2683,2001,12,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,2.621
