,year,month,series_id,series_desc,level,order,value
1835,2000,9,CUUR0000SAH,Housing,1,11,171.4
1836,2000,9,CUUR0000SAH1,Shelter,2,12,194.6
1837,2000,9,CUUR0000SEHA,Rent of primary residence,3,13,185.3
1838,2000,9,CUUR0000SEHB,Lodging away from home,3,14,118.1
1839,2000,9,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,199.9
1840,2000,9,CUUR0000SEHD,Tenants and household insurance,3,16,104.2
1841,2000,9,CUUR0000SAH2,Fuels and utilities,2,17,143.8
1842,2000,9,CUUR0000SEHE,Fuel oil and other fuels,3,18,133.7
1843,2000,9,CUUR0000SEHF,Energy services,3,19,134.8
1844,2000,9,CUUR0000SEHG,Water and Sewer Services,3,20,107.2
1845,2000,9,CUUR0000SAH3,Household furnishings and operations,2,21,129.0
1846,2000,9,CUUR0000SAA,Apparel,1,22,130.4
1847,2000,9,CUUR0000SAA1,Men's and boys' apparel,2,23,129.1
1848,2000,9,CUUR0000SAA2,Women's and girls' apparel,2,24,124.2
1849,2000,9,CUUR0000SEAE,Footwear,2,25,124.9
1850,2000,9,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,127.4
1851,2000,9,CUUR0000SEAG,Jewelry and watches,2,27,134.8
1852,2000,9,CUUR0000SAT,Transportation,1,28,154.7
1853,2000,9,CUUR0000SAT1,Private Transportation,2,29,150.4
1854,2000,9,CUUR0000SETA,New and used motor vehicles,3,30,100.4
1855,2000,9,CUUR0000SETB,Motor fuel,3,31,135.2
1856,2000,9,CUUR0000SETC,Motor vehicle parts and equipment,3,32,101.7
1857,2000,9,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,178.7
1858,2000,9,CUUR0000SETE,Motor vehicle insurance,3,34,255.6
1859,2000,9,CUUR0000SETF,Motor vehicle fees,3,35,108.0
1860,2000,9,CUUR0000SETG,Public transportation,2,36,213.0
1861,2000,9,CUUR0000SETG01,Airline fare,3,37,244.9
1862,2000,9,CUUR0000SETG02,Other intercity transportation,3,38,155.0
1863,2000,9,CUUR0000SETG03,Intracity transportation,3,39,176.8
1864,2000,9,CUUR0000SAM,Medical care,1,40,263.1
1865,2000,9,CUUR0000SAM1,Medical care commodities,2,41,239.4
1866,2000,9,CUUR0000SAM2,Medical care services,2,42,268.7
1867,2000,9,CUUR0000SAR,Recreation,1,43,103.8
1868,2000,9,CUUR0000SERA,Video and audio,2,44,101.5
1869,2000,9,CUUR0000SERB,"Pets, pet products and services",2,45,106.5
1870,2000,9,CUUR0000SERC,Sporting goods,2,46,118.8
1871,2000,9,CUUR0000SERD,Photography,2,47,99.3
1872,2000,9,CUUR0000SERE,Other recreational goods,2,48,87.0
1873,2000,9,CUUR0000SERF,Recreation services,2,49,113.0
1874,2000,9,CUUR0000SERG,Recreational reading materials,2,50,188.1
1875,2000,9,CUUR0000SAE,Education and communication,1,51,102.9
1876,2000,9,CUUR0000SAE1,Education,2,52,114.9
1877,2000,9,CUUR0000SAE2,Communication,2,53,92.1
1878,2000,9,CUUR0000SAG,Other goods and services,1,54,274.7
1879,2000,9,CUUR0000SEGA,Tobacco and smoking products,2,55,408.0
1880,2000,9,CUUR0000SAG1,Personal care goods and services,2,56,166.6
1881,2000,10,CUUR0000SA0,All items ,0,0,174.0
1882,2000,10,CUUR0000SAF,Food and beverages,1,1,169.6
1883,2000,10,CUUR0000SAF11,Food at home,2,2,169.1
1884,2000,10,CUUR0000SAF111,Cereals and bakery products,3,3,190.1
1885,2000,10,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,156.8
1886,2000,10,CUUR0000SEFJ,Dairy and related products,3,5,161.9
1887,2000,10,CUUR0000SAF113,Fruits and vegetables,3,6,206.2
1888,2000,10,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,137.4
1889,2000,10,CUUR0000SAF115,Other food at home,3,8,155.8
1890,2000,10,CUUR0000SEFV,Food away from home,2,9,170.3
1891,2000,10,CUUR0000SAF116,Alcoholic beverages,2,10,175.9
1892,2000,10,CUUR0000SAH,Housing,1,11,171.7
1893,2000,10,CUUR0000SAH1,Shelter,2,12,195.2
1894,2000,10,CUUR0000SEHA,Rent of primary residence,3,13,186.1
1895,2000,10,CUUR0000SEHB,Lodging away from home,3,14,118.5
1896,2000,10,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,200.5
1897,2000,10,CUUR0000SEHD,Tenants and household insurance,3,16,104.2
1898,2000,10,CUUR0000SAH2,Fuels and utilities,2,17,143.1
1899,2000,10,CUUR0000SEHE,Fuel oil and other fuels,3,18,137.6
1900,2000,10,CUUR0000SEHF,Energy services,3,19,133.6
1901,2000,10,CUUR0000SEHG,Water and Sewer Services,3,20,107.2
1902,2000,10,CUUR0000SAH3,Household furnishings and operations,2,21,128.7
1903,2000,10,CUUR0000SAA,Apparel,1,22,132.8
1904,2000,10,CUUR0000SAA1,Men's and boys' apparel,2,23,130.4
1905,2000,10,CUUR0000SAA2,Women's and girls' apparel,2,24,127.9
1906,2000,10,CUUR0000SEAE,Footwear,2,25,125.3
1907,2000,10,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,130.8
1908,2000,10,CUUR0000SEAG,Jewelry and watches,2,27,137.0
1909,2000,10,CUUR0000SAT,Transportation,1,28,154.4
1910,2000,10,CUUR0000SAT1,Private Transportation,2,29,150.4
1911,2000,10,CUUR0000SETA,New and used motor vehicles,3,30,100.8
1912,2000,10,CUUR0000SETB,Motor fuel,3,31,133.1
1913,2000,10,CUUR0000SETC,Motor vehicle parts and equipment,3,32,101.7
1914,2000,10,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,179.4
1915,2000,10,CUUR0000SETE,Motor vehicle insurance,3,34,257.7
1916,2000,10,CUUR0000SETF,Motor vehicle fees,3,35,107.9
1917,2000,10,CUUR0000SETG,Public transportation,2,36,208.0
1918,2000,10,CUUR0000SETG01,Airline fare,3,37,236.3
1919,2000,10,CUUR0000SETG02,Other intercity transportation,3,38,154.9
1920,2000,10,CUUR0000SETG03,Intracity transportation,3,39,176.5
1921,2000,10,CUUR0000SAM,Medical care,1,40,263.7
1922,2000,10,CUUR0000SAM1,Medical care commodities,2,41,239.6
1923,2000,10,CUUR0000SAM2,Medical care services,2,42,269.4
1924,2000,10,CUUR0000SAR,Recreation,1,43,103.8
1925,2000,10,CUUR0000SERA,Video and audio,2,44,101.0
1926,2000,10,CUUR0000SERB,"Pets, pet products and services",2,45,107.3
1927,2000,10,CUUR0000SERC,Sporting goods,2,46,119.1
1928,2000,10,CUUR0000SERD,Photography,2,47,99.5
1929,2000,10,CUUR0000SERE,Other recreational goods,2,48,87.2
1930,2000,10,CUUR0000SERF,Recreation services,2,49,113.1
1931,2000,10,CUUR0000SERG,Recreational reading materials,2,50,187.8
1932,2000,10,CUUR0000SAE,Education and communication,1,51,103.6
1933,2000,10,CUUR0000SAE1,Education,2,52,115.3
1934,2000,10,CUUR0000SAE2,Communication,2,53,93.1
1935,2000,10,CUUR0000SAG,Other goods and services,1,54,273.0
1936,2000,10,CUUR0000SEGA,Tobacco and smoking products,2,55,396.7
1937,2000,10,CUUR0000SAG1,Personal care goods and services,2,56,167.0
1938,2000,11,CUUR0000SA0,All items ,0,0,174.1
1939,2000,11,CUUR0000SAF,Food and beverages,1,1,169.5
1940,2000,11,CUUR0000SAF11,Food at home,2,2,168.8
1941,2000,11,CUUR0000SAF111,Cereals and bakery products,3,3,189.0
1942,2000,11,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,155.5
1943,2000,11,CUUR0000SEFJ,Dairy and related products,3,5,161.4
1944,2000,11,CUUR0000SAF113,Fruits and vegetables,3,6,207.3
1945,2000,11,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,137.9
1946,2000,11,CUUR0000SAF115,Other food at home,3,8,156.0
1947,2000,11,CUUR0000SEFV,Food away from home,2,9,170.4
1948,2000,11,CUUR0000SAF116,Alcoholic beverages,2,10,176.4
1949,2000,11,CUUR0000SAH,Housing,1,11,171.6
1950,2000,11,CUUR0000SAH1,Shelter,2,12,195.2
1951,2000,11,CUUR0000SEHA,Rent of primary residence,3,13,186.8
1952,2000,11,CUUR0000SEHB,Lodging away from home,3,14,113.9
1953,2000,11,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,201.2
1954,2000,11,CUUR0000SEHD,Tenants and household insurance,3,16,104.5
1955,2000,11,CUUR0000SAH2,Fuels and utilities,2,17,142.7
1956,2000,11,CUUR0000SEHE,Fuel oil and other fuels,3,18,140.3
1957,2000,11,CUUR0000SEHF,Energy services,3,19,132.7
1958,2000,11,CUUR0000SEHG,Water and Sewer Services,3,20,107.6
1959,2000,11,CUUR0000SAH3,Household furnishings and operations,2,21,128.9
1960,2000,11,CUUR0000SAA,Apparel,1,22,131.8
1961,2000,11,CUUR0000SAA1,Men's and boys' apparel,2,23,131.3
1962,2000,11,CUUR0000SAA2,Women's and girls' apparel,2,24,124.8
1963,2000,11,CUUR0000SEAE,Footwear,2,25,125.4
1964,2000,11,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,130.7
1965,2000,11,CUUR0000SEAG,Jewelry and watches,2,27,137.3
1966,2000,11,CUUR0000SAT,Transportation,1,28,155.2
1967,2000,11,CUUR0000SAT1,Private Transportation,2,29,151.1
1968,2000,11,CUUR0000SETA,New and used motor vehicles,3,30,101.5
1969,2000,11,CUUR0000SETB,Motor fuel,3,31,133.0
1970,2000,11,CUUR0000SETC,Motor vehicle parts and equipment,3,32,102.5
1971,2000,11,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,179.9
1972,2000,11,CUUR0000SETE,Motor vehicle insurance,3,34,260.0
1973,2000,11,CUUR0000SETF,Motor vehicle fees,3,35,108.1
1974,2000,11,CUUR0000SETG,Public transportation,2,36,209.1
1975,2000,11,CUUR0000SETG01,Airline fare,3,37,238.0
1976,2000,11,CUUR0000SETG02,Other intercity transportation,3,38,154.7
1977,2000,11,CUUR0000SETG03,Intracity transportation,3,39,177.1
1978,2000,11,CUUR0000SAM,Medical care,1,40,264.1
1979,2000,11,CUUR0000SAM1,Medical care commodities,2,41,240.0
1980,2000,11,CUUR0000SAM2,Medical care services,2,42,269.8
1981,2000,11,CUUR0000SAR,Recreation,1,43,103.7
1982,2000,11,CUUR0000SERA,Video and audio,2,44,100.9
1983,2000,11,CUUR0000SERB,"Pets, pet products and services",2,45,107.0
1984,2000,11,CUUR0000SERC,Sporting goods,2,46,118.7
1985,2000,11,CUUR0000SERD,Photography,2,47,100.0
1986,2000,11,CUUR0000SERE,Other recreational goods,2,48,86.6
1987,2000,11,CUUR0000SERF,Recreation services,2,49,113.1
1988,2000,11,CUUR0000SERG,Recreational reading materials,2,50,188.6
1989,2000,11,CUUR0000SAE,Education and communication,1,51,103.2
1990,2000,11,CUUR0000SAE1,Education,2,52,115.4
1991,2000,11,CUUR0000SAE2,Communication,2,53,92.3
1992,2000,11,CUUR0000SAG,Other goods and services,1,54,276.2
1993,2000,11,CUUR0000SEGA,Tobacco and smoking products,2,55,411.0
1994,2000,11,CUUR0000SAG1,Personal care goods and services,2,56,167.4
1995,2000,12,CUUR0000SA0,All items ,0,0,174.0
1996,2000,12,CUUR0000SAF,Food and beverages,1,1,170.5
1997,2000,12,CUUR0000SAF11,Food at home,2,2,170.2
1998,2000,12,CUUR0000SAF111,Cereals and bakery products,3,3,190.7
1999,2000,12,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,156.6
2000,2000,12,CUUR0000SEFJ,Dairy and related products,3,5,161.5
2001,2000,12,CUUR0000SAF113,Fruits and vegetables,3,6,215.1
2002,2000,12,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,136.7
2003,2000,12,CUUR0000SAF115,Other food at home,3,8,156.3
2004,2000,12,CUUR0000SEFV,Food away from home,2,9,170.8
2005,2000,12,CUUR0000SAF116,Alcoholic beverages,2,10,176.5
2006,2000,12,CUUR0000SAH,Housing,1,11,171.9
2007,2000,12,CUUR0000SAH1,Shelter,2,12,195.1
2008,2000,12,CUUR0000SEHA,Rent of primary residence,3,13,187.6
2009,2000,12,CUUR0000SEHB,Lodging away from home,3,14,108.8
2010,2000,12,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,201.8
2011,2000,12,CUUR0000SEHD,Tenants and household insurance,3,16,104.7
2012,2000,12,CUUR0000SAH2,Fuels and utilities,2,17,145.3
2013,2000,12,CUUR0000SEHE,Fuel oil and other fuels,3,18,144.9
2014,2000,12,CUUR0000SEHF,Energy services,3,19,135.6
2015,2000,12,CUUR0000SEHG,Water and Sewer Services,3,20,107.9
2016,2000,12,CUUR0000SAH3,Household furnishings and operations,2,21,128.6
2017,2000,12,CUUR0000SAA,Apparel,1,22,127.8
2018,2000,12,CUUR0000SAA1,Men's and boys' apparel,2,23,128.0
2019,2000,12,CUUR0000SAA2,Women's and girls' apparel,2,24,119.7
2020,2000,12,CUUR0000SEAE,Footwear,2,25,123.8
2021,2000,12,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,128.2
2022,2000,12,CUUR0000SEAG,Jewelry and watches,2,27,132.4
2023,2000,12,CUUR0000SAT,Transportation,1,28,154.4
2024,2000,12,CUUR0000SAT1,Private Transportation,2,29,150.3
2025,2000,12,CUUR0000SETA,New and used motor vehicles,3,30,102.1
2026,2000,12,CUUR0000SETB,Motor fuel,3,31,127.8
2027,2000,12,CUUR0000SETC,Motor vehicle parts and equipment,3,32,103.1
2028,2000,12,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,179.9
2029,2000,12,CUUR0000SETE,Motor vehicle insurance,3,34,260.5
2030,2000,12,CUUR0000SETF,Motor vehicle fees,3,35,108.2
2031,2000,12,CUUR0000SETG,Public transportation,2,36,209.5
2032,2000,12,CUUR0000SETG01,Airline fare,3,37,238.2
2033,2000,12,CUUR0000SETG02,Other intercity transportation,3,38,156.3
2034,2000,12,CUUR0000SETG03,Intracity transportation,3,39,177.5
2035,2000,12,CUUR0000SAM,Medical care,1,40,264.8
2036,2000,12,CUUR0000SAM1,Medical care commodities,2,41,241.1
2037,2000,12,CUUR0000SAM2,Medical care services,2,42,270.4
2038,2000,12,CUUR0000SAR,Recreation,1,43,103.7
2039,2000,12,CUUR0000SERA,Video and audio,2,44,100.7
2040,2000,12,CUUR0000SERB,"Pets, pet products and services",2,45,106.9
2041,2000,12,CUUR0000SERC,Sporting goods,2,46,119.2
2042,2000,12,CUUR0000SERD,Photography,2,47,99.4
2043,2000,12,CUUR0000SERE,Other recreational goods,2,48,86.4
2044,2000,12,CUUR0000SERF,Recreation services,2,49,113.3
2045,2000,12,CUUR0000SERG,Recreational reading materials,2,50,189.4
2046,2000,12,CUUR0000SAE,Education and communication,1,51,103.6
2047,2000,12,CUUR0000SAE1,Education,2,52,115.5
2048,2000,12,CUUR0000SAE2,Communication,2,53,93.0
2049,2000,12,CUUR0000SAG,Other goods and services,1,54,274.0
2050,2000,12,CUUR0000SEGA,Tobacco and smoking products,2,55,396.6
2051,2000,12,CUUR0000SAG1,Personal care goods and services,2,56,167.8
2052,2001,1,CUUR0000SA0,All items ,0,0,175.1
2053,2001,1,CUUR0000SAF,Food and beverages,1,1,171.4
2054,2001,1,CUUR0000SAF11,Food at home,2,2,171.3
2055,2001,1,CUUR0000SAF111,Cereals and bakery products,3,3,191.1
2056,2001,1,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,158.0
2057,2001,1,CUUR0000SEFJ,Dairy and related products,3,5,163.6
2058,2001,1,CUUR0000SAF113,Fruits and vegetables,3,6,212.6
2059,2001,1,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,139.4
2060,2001,1,CUUR0000SAF115,Other food at home,3,8,157.8
2061,2001,1,CUUR0000SEFV,Food away from home,2,9,171.4
2062,2001,1,CUUR0000SAF116,Alcoholic beverages,2,10,177.2
2063,2001,1,CUUR0000SAH,Housing,1,11,174.1
2064,2001,1,CUUR0000SAH1,Shelter,2,12,196.4
2065,2001,1,CUUR0000SEHA,Rent of primary residence,3,13,188.2
2066,2001,1,CUUR0000SEHB,Lodging away from home,3,14,114.1
2067,2001,1,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,202.4
2068,2001,1,CUUR0000SEHD,Tenants and household insurance,3,16,105.0
2069,2001,1,CUUR0000SAH2,Fuels and utilities,2,17,153.8
2070,2001,1,CUUR0000SEHE,Fuel oil and other fuels,3,18,149.1
2071,2001,1,CUUR0000SEHF,Energy services,3,19,145.7
2072,2001,1,CUUR0000SEHG,Water and Sewer Services,3,20,108.1
2073,2001,1,CUUR0000SAH3,Household furnishings and operations,2,21,128.8
2074,2001,1,CUUR0000SAA,Apparel,1,22,125.4
2075,2001,1,CUUR0000SAA1,Men's and boys' apparel,2,23,125.5
2076,2001,1,CUUR0000SAA2,Women's and girls' apparel,2,24,115.5
2077,2001,1,CUUR0000SEAE,Footwear,2,25,121.4
2078,2001,1,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,127.4
2079,2001,1,CUUR0000SEAG,Jewelry and watches,2,27,139.4
2080,2001,1,CUUR0000SAT,Transportation,1,28,154.4
2081,2001,1,CUUR0000SAT1,Private Transportation,2,29,150.3
2082,2001,1,CUUR0000SETA,New and used motor vehicles,3,30,102.3
2083,2001,1,CUUR0000SETB,Motor fuel,3,31,126.6
2084,2001,1,CUUR0000SETC,Motor vehicle parts and equipment,3,32,103.6
2085,2001,1,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,180.6
2086,2001,1,CUUR0000SETE,Motor vehicle insurance,3,34,261.3
2087,2001,1,CUUR0000SETF,Motor vehicle fees,3,35,108.5
2088,2001,1,CUUR0000SETG,Public transportation,2,36,210.2
2089,2001,1,CUUR0000SETG01,Airline fare,3,37,239.0
2090,2001,1,CUUR0000SETG02,Other intercity transportation,3,38,157.0
2091,2001,1,CUUR0000SETG03,Intracity transportation,3,39,177.9
2092,2001,1,CUUR0000SAM,Medical care,1,40,267.1
2093,2001,1,CUUR0000SAM1,Medical care commodities,2,41,242.3
2094,2001,1,CUUR0000SAM2,Medical care services,2,42,273.0
2095,2001,1,CUUR0000SAR,Recreation,1,43,104.1
2096,2001,1,CUUR0000SERA,Video and audio,2,44,101.2
2097,2001,1,CUUR0000SERB,"Pets, pet products and services",2,45,107.8
2098,2001,1,CUUR0000SERC,Sporting goods,2,46,119.0
2099,2001,1,CUUR0000SERD,Photography,2,47,99.5
2100,2001,1,CUUR0000SERE,Other recreational goods,2,48,85.8
2101,2001,1,CUUR0000SERF,Recreation services,2,49,114.1
2102,2001,1,CUUR0000SERG,Recreational reading materials,2,50,189.5
2103,2001,1,CUUR0000SAE,Education and communication,1,51,103.9
2104,2001,1,CUUR0000SAE1,Education,2,52,115.8
2105,2001,1,CUUR0000SAE2,Communication,2,53,93.3
2106,2001,1,CUUR0000SAG,Other goods and services,1,54,275.9
2107,2001,1,CUUR0000SEGA,Tobacco and smoking products,2,55,404.3
2108,2001,1,CUUR0000SAG1,Personal care goods and services,2,56,168.2
2109,2001,2,CUUR0000SA0,All items ,0,0,175.8
2110,2001,2,CUUR0000SAF,Food and beverages,1,1,171.8
2111,2001,2,CUUR0000SAF11,Food at home,2,2,171.8
2112,2001,2,CUUR0000SAF111,Cereals and bakery products,3,3,191.9
2113,2001,2,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,159.5
2114,2001,2,CUUR0000SEFJ,Dairy and related products,3,5,163.6
2115,2001,2,CUUR0000SAF113,Fruits and vegetables,3,6,211.5
2116,2001,2,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,139.9
2117,2001,2,CUUR0000SAF115,Other food at home,3,8,157.9
2118,2001,2,CUUR0000SEFV,Food away from home,2,9,171.8
2119,2001,2,CUUR0000SAF116,Alcoholic beverages,2,10,177.7
2120,2001,2,CUUR0000SAH,Housing,1,11,174.7
2121,2001,2,CUUR0000SAH1,Shelter,2,12,197.6
2122,2001,2,CUUR0000SEHA,Rent of primary residence,3,13,188.9
2123,2001,2,CUUR0000SEHB,Lodging away from home,3,14,119.1
2124,2001,2,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,202.9
2125,2001,2,CUUR0000SEHD,Tenants and household insurance,3,16,105.1
2126,2001,2,CUUR0000SAH2,Fuels and utilities,2,17,152.3
2127,2001,2,CUUR0000SEHE,Fuel oil and other fuels,3,18,144.6
2128,2001,2,CUUR0000SEHF,Energy services,3,19,144.0
2129,2001,2,CUUR0000SEHG,Water and Sewer Services,3,20,108.4
2130,2001,2,CUUR0000SAH3,Household furnishings and operations,2,21,129.1
2131,2001,2,CUUR0000SAA,Apparel,1,22,128.4
2132,2001,2,CUUR0000SAA1,Men's and boys' apparel,2,23,126.6
2133,2001,2,CUUR0000SAA2,Women's and girls' apparel,2,24,121.0
2134,2001,2,CUUR0000SEAE,Footwear,2,25,122.6
2135,2001,2,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,129.3
2136,2001,2,CUUR0000SEAG,Jewelry and watches,2,27,139.6
2137,2001,2,CUUR0000SAT,Transportation,1,28,154.9
2138,2001,2,CUUR0000SAT1,Private Transportation,2,29,150.7
2139,2001,2,CUUR0000SETA,New and used motor vehicles,3,30,102.2
2140,2001,2,CUUR0000SETB,Motor fuel,3,31,127.5
2141,2001,2,CUUR0000SETC,Motor vehicle parts and equipment,3,32,104.0
2142,2001,2,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,181.5
2143,2001,2,CUUR0000SETE,Motor vehicle insurance,3,34,263.3
2144,2001,2,CUUR0000SETF,Motor vehicle fees,3,35,108.7
2145,2001,2,CUUR0000SETG,Public transportation,2,36,212.1
2146,2001,2,CUUR0000SETG01,Airline fare,3,37,242.0
2147,2001,2,CUUR0000SETG02,Other intercity transportation,3,38,157.2
2148,2001,2,CUUR0000SETG03,Intracity transportation,3,39,178.2
2149,2001,2,CUUR0000SAM,Medical care,1,40,268.9
2150,2001,2,CUUR0000SAM1,Medical care commodities,2,41,243.8
2151,2001,2,CUUR0000SAM2,Medical care services,2,42,274.9
2152,2001,2,CUUR0000SAR,Recreation,1,43,104.3
2153,2001,2,CUUR0000SERA,Video and audio,2,44,101.6
2154,2001,2,CUUR0000SERB,"Pets, pet products and services",2,45,107.9
2155,2001,2,CUUR0000SERC,Sporting goods,2,46,118.6
2156,2001,2,CUUR0000SERD,Photography,2,47,99.3
2157,2001,2,CUUR0000SERE,Other recreational goods,2,48,85.2
2158,2001,2,CUUR0000SERF,Recreation services,2,49,114.6
2159,2001,2,CUUR0000SERG,Recreational reading materials,2,50,189.6
2160,2001,2,CUUR0000SAE,Education and communication,1,51,104.0
2161,2001,2,CUUR0000SAE1,Education,2,52,116.0
2162,2001,2,CUUR0000SAE2,Communication,2,53,93.2
2163,2001,2,CUUR0000SAG,Other goods and services,1,54,277.2
2164,2001,2,CUUR0000SEGA,Tobacco and smoking products,2,55,408.5
2165,2001,2,CUUR0000SAG1,Personal care goods and services,2,56,168.6
2166,2001,3,CUUR0000SA0,All items ,0,0,176.2
2167,2001,3,CUUR0000SAF,Food and beverages,1,1,172.2
2168,2001,3,CUUR0000SAF11,Food at home,2,2,172.0
2169,2001,3,CUUR0000SAF111,Cereals and bakery products,3,3,191.9
2170,2001,3,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,160.1
2171,2001,3,CUUR0000SEFJ,Dairy and related products,3,5,163.2
2172,2001,3,CUUR0000SAF113,Fruits and vegetables,3,6,211.5
2173,2001,3,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,139.5
2174,2001,3,CUUR0000SAF115,Other food at home,3,8,158.6
2175,2001,3,CUUR0000SEFV,Food away from home,2,9,172.3
2176,2001,3,CUUR0000SAF116,Alcoholic beverages,2,10,177.8
2177,2001,3,CUUR0000SAH,Housing,1,11,175.4
2178,2001,3,CUUR0000SAH1,Shelter,2,12,198.9
2179,2001,3,CUUR0000SEHA,Rent of primary residence,3,13,189.6
2180,2001,3,CUUR0000SEHB,Lodging away from home,3,14,124.2
2181,2001,3,CUUR0000SEHC01,Owners' equivalent rent of primary residence,3,15,203.6
2182,2001,3,CUUR0000SEHD,Tenants and household insurance,3,16,105.4
2183,2001,3,CUUR0000SAH2,Fuels and utilities,2,17,150.8
2184,2001,3,CUUR0000SEHE,Fuel oil and other fuels,3,18,138.1
2185,2001,3,CUUR0000SEHF,Energy services,3,19,142.6
2186,2001,3,CUUR0000SEHG,Water and Sewer Services,3,20,108.7
2187,2001,3,CUUR0000SAH3,Household furnishings and operations,2,21,129.1
2188,2001,3,CUUR0000SAA,Apparel,1,22,132.2
2189,2001,3,CUUR0000SAA1,Men's and boys' apparel,2,23,127.5
2190,2001,3,CUUR0000SAA2,Women's and girls' apparel,2,24,127.8
2191,2001,3,CUUR0000SEAE,Footwear,2,25,125.2
2192,2001,3,CUUR0000SEAF,Infants' and toddlers' apparel,2,26,131.6
2193,2001,3,CUUR0000SEAG,Jewelry and watches,2,27,139.8
2194,2001,3,CUUR0000SAT,Transportation,1,28,153.9
2195,2001,3,CUUR0000SAT1,Private Transportation,2,29,149.7
2196,2001,3,CUUR0000SETA,New and used motor vehicles,3,30,101.9
2197,2001,3,CUUR0000SETB,Motor fuel,3,31,124.1
2198,2001,3,CUUR0000SETC,Motor vehicle parts and equipment,3,32,104.7
2199,2001,3,CUUR0000SETD,Motor vehicle maintenance and repair,3,33,181.7
2200,2001,3,CUUR0000SETE,Motor vehicle insurance,3,34,263.7
2201,2001,3,CUUR0000SETF,Motor vehicle fees,3,35,108.9
2202,2001,3,CUUR0000SETG,Public transportation,2,36,210.0
2203,2001,3,CUUR0000SETG01,Airline fare,3,37,238.6
2204,2001,3,CUUR0000SETG02,Other intercity transportation,3,38,156.0
2205,2001,3,CUUR0000SETG03,Intracity transportation,3,39,178.6
2206,2001,3,CUUR0000SAM,Medical care,1,40,270.0
2207,2001,3,CUUR0000SAM1,Medical care commodities,2,41,244.9
2208,2001,3,CUUR0000SAM2,Medical care services,2,42,275.9
2209,2001,3,CUUR0000SAR,Recreation,1,43,104.3
2210,2001,3,CUUR0000SERA,Video and audio,2,44,101.6
2211,2001,3,CUUR0000SERB,"Pets, pet products and services",2,45,108.3
2212,2001,3,CUUR0000SERC,Sporting goods,2,46,118.9
2213,2001,3,CUUR0000SERD,Photography,2,47,99.2
2214,2001,3,CUUR0000SERE,Other recreational goods,2,48,84.1
2215,2001,3,CUUR0000SERF,Recreation services,2,49,114.6
2216,2001,3,CUUR0000SERG,Recreational reading materials,2,50,190.2
2217,2001,3,CUUR0000SAE,Education and communication,1,51,104.3
2218,2001,3,CUUR0000SAE1,Education,2,52,116.1
2219,2001,3,CUUR0000SAE2,Communication,2,53,93.7
2220,2001,3,CUUR0000SAG,Other goods and services,1,54,277.7
2221,2001,3,CUUR0000SEGA,Tobacco and smoking products,2,55,407.7
2222,2001,3,CUUR0000SAG1,Personal care goods and services,2,56,169.1
2223,2001,4,CUUR0000SA0,All items ,0,0,176.9
2224,2001,4,CUUR0000SAF,Food and beverages,1,1,172.4
2225,2001,4,CUUR0000SAF11,Food at home,2,2,172.2
2226,2001,4,CUUR0000SAF111,Cereals and bakery products,3,3,192.5
2227,2001,4,CUUR0000SAF112,"Meats, poultry, fish, and eggs  ",3,4,160.7
2228,2001,4,CUUR0000SEFJ,Dairy and related products,3,5,163.4
2229,2001,4,CUUR0000SAF113,Fruits and vegetables,3,6,213.3
2230,2001,4,CUUR0000SAF114,Nonalcoholic beverages and beverage materials,3,7,138.9
2231,2001,4,CUUR0000SAF115,Other food at home,3,8,157.6
2232,2001,4,CUUR0000SEFV,Food away from home,2,9,172.7
2233,2001,4,CUUR0000SAF116,Alcoholic beverages,2,10,178.1
